Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,is_anomaly,revenue,cost,margin_pct,unit_price,discount_pct,order_year,order_month,order_quarter,ship_days,category_clean,sub_category_clean,region_clean,is_high_value_order,profit_tier
552,CA-2016-136406,2016-04-15,2016-04-17,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0.0,False,1121.568,1121.568,0.0,560.784,20.0,2016,2016-04,Q2 2016,2,Furniture,Chairs,West,True,Low
553,CA-2017-112774,2017-09-11,2017-09-12,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382,False,34.504,28.465799999999998,17.5,34.504,20.0,2017,2017-09,Q3 2017,1,Furniture,Furnishings,South,False,Medium
554,CA-2017-101945,2017-11-24,2017-11-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3,0.2,2.5707,False,10.824,8.2533,23.75,3.608,20.0,2017,2017-11,Q4 2017,4,Office Supplies,Fasteners,Central,False,High
555,CA-2017-100650,2017-06-29,2017-07-03,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0.0,310.9872,False,1295.78,984.7927999999999,24.0,647.89,0.0,2017,2017-06,Q2 2017,4,Office Supplies,Storage,West,True,High
556,CA-2014-155852,2014-03-03,2014-03-07,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048,False,19.456,16.0512,17.5,4.864,20.0,2014,2014-03,Q1 2014,4,Office Supplies,Art,South,False,Medium
557,CA-2016-113243,2016-06-10,2016-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936,False,20.7,10.764,48.00000000000001,10.35,0.0,2016,2016-06,Q2 2016,5,Office Supplies,Labels,West,False,High
558,CA-2016-113243,2016-06-10,2016-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10004256,Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048,False,1335.68,1552.728,-16.25,333.92,20.0,2016,2016-06,Q2 2016,5,Furniture,Tables,West,True,Loss
559,CA-2016-113243,2016-06-10,2016-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,False,32.4,16.848,48.0,6.4799999999999995,0.0,2016,2016-06,Q2 2016,5,Office Supplies,Paper,West,False,High
560,CA-2017-118731,2017-11-20,2017-11-22,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,False,42.6,25.986,39.0,14.200000000000001,0.0,2017,2017-11,Q4 2017,2,Furniture,Furnishings,West,False,High
561,CA-2017-118731,2017-11-20,2017-11-22,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,7,0.2,27.3182,False,84.056,56.73779999999999,32.5,12.008,20.0,2017,2017-11,Q4 2017,2,Office Supplies,Binders,West,False,High
562,CA-2014-145576,2014-09-14,2014-09-18,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,5,0.2,1.3,False,13.0,11.7,10.0,2.6,20.0,2014,2014-09,Q3 2014,4,Office Supplies,Appliances,South,False,Medium
563,CA-2014-145576,2014-09-14,2014-09-18,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743,False,13.128,9.3537,28.750000000000004,4.376,20.0,2014,2014-09,Q3 2014,4,Furniture,Furnishings,South,False,High
564,CA-2015-130736,2015-12-07,2015-12-09,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2,0.0,0.0,False,3.96,3.96,0.0,1.98,0.0,2015,2015-12,Q4 2015,2,Office Supplies,Fasteners,West,False,Low
565,CA-2015-130736,2015-12-07,2015-12-09,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,1,0.0,1.2006,False,2.61,1.4094,46.0,2.61,0.0,2015,2015-12,Q4 2015,2,Office Supplies,Labels,West,False,High
566,CA-2017-137099,2017-12-07,2017-12-10,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,3,0.2,46.797,False,374.376,327.57899999999995,12.5,124.79199999999999,20.0,2017,2017-12,Q4 2017,3,Technology,Phones,West,True,Medium
567,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8,0.0,45.0016,False,91.84,46.8384,49.0,11.48,0.0,2017,2017-10,Q4 2017,7,Office Supplies,Paper,West,False,High
568,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.088,7,0.2,27.3672,False,81.088,53.7208,33.75,11.584,20.0,2017,2017-10,Q4 2017,7,Office Supplies,Binders,West,False,High
569,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0.0,9.3312,False,19.44,10.1088,48.00000000000001,6.48,0.0,2017,2017-10,Q4 2017,7,Office Supplies,Paper,West,False,High
570,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0.0,False,451.152,451.152,0.0,150.384,20.0,2017,2017-10,Q4 2017,7,Furniture,Chairs,West,True,Low
571,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7,0.0,34.776,False,72.45,37.674,48.00000000000001,10.35,0.0,2017,2017-12,Q4 2017,7,Office Supplies,Labels,East,False,High
572,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,0.0,6.4216,False,13.96,7.538400000000001,46.0,3.49,0.0,2017,2017-12,Q4 2017,7,Office Supplies,Fasteners,East,False,High
573,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7,0.2,11.2266,False,33.264,22.037400000000005,33.75,4.752000000000001,20.0,2017,2017-12,Q4 2017,7,Office Supplies,Binders,East,False,High
574,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,0.0,4.0095,False,14.85,10.840499999999999,27.0,4.95,0.0,2017,2017-12,Q4 2017,7,Technology,Phones,East,False,High
575,CA-2016-127250,2016-11-03,2016-11-07,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,0.0,2.3814,False,8.82,6.4386,27.0,2.94,0.0,2016,2016-11,Q4 2016,4,Office Supplies,Art,West,False,High
576,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14,0.0,78.7528,False,160.72,81.9672,48.99999999999999,11.48,0.0,2015,2015-09,Q3 2015,4,Office Supplies,Paper,West,False,High
577,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0.0,9.7608,False,19.92,10.159200000000002,48.99999999999999,4.98,0.0,2015,2015-09,Q3 2015,4,Office Supplies,Paper,West,False,High
578,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.19,False,7.3,5.109999999999999,30.0,3.65,0.0,2015,2015-09,Q3 2015,4,Office Supplies,Supplies,West,False,High
579,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,0.2,8.714,False,69.712,60.998000000000005,12.5,34.856,20.0,2017,2017-07,Q3 2017,6,Office Supplies,Storage,Central,False,Medium
580,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148,False,8.792,14.5068,-65.0,8.792,60.0,2017,2017-07,Q3 2017,6,Furniture,Furnishings,Central,False,Loss
581,CA-2015-132906,2015-09-10,2015-09-14,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0.0,1.5456,False,51.52,49.9744,3.0,12.88,0.0,2015,2015-09,Q3 2015,4,Office Supplies,Supplies,West,False,Low
582,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,3,0.2,52.9173,False,470.376,417.45869999999996,11.25,156.792,20.0,2017,2017-12,Q4 2017,4,Technology,Phones,West,True,Medium
583,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,0.2,9.2386,False,105.584,96.3454,8.75,52.792,20.0,2017,2017-12,Q4 2017,4,Technology,Phones,West,False,Low
584,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3,0.2,3.5046,False,31.152,27.6474,11.249999999999998,10.384,20.0,2017,2017-12,Q4 2017,4,Office Supplies,Appliances,West,False,Medium
585,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7,0.7,-4.7481,False,6.783,11.5311,-70.0,0.9690000000000001,70.0,2017,2017-12,Q4 2017,4,Office Supplies,Binders,West,False,Loss
586,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,4,0.2,30.4776,False,406.368,375.8904,7.5,101.592,20.0,2017,2017-12,Q4 2017,4,Technology,Phones,West,True,Low
587,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.0,4.9686,False,70.98,66.01140000000001,7.000000000000001,70.98,0.0,2015,2015-07,Q3 2015,6,Furniture,Chairs,South,False,Low
588,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0.0,144.5157,False,294.93,150.4143,49.00000000000001,98.31,0.0,2015,2015-07,Q3 2015,6,Office Supplies,Labels,South,True,High
589,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362,False,84.784,104.92020000000001,-23.749999999999996,42.392,20.0,2016,2016-03,Q1 2016,4,Technology,Phones,West,False,Loss
590,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576,False,20.736,13.4784,35.0,5.184,20.0,2016,2016-03,Q1 2016,4,Office Supplies,Paper,West,False,High
591,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,0.7,-12.8961,False,16.821,29.717100000000002,-76.66666666666666,5.607,70.0,2016,2016-03,Q1 2016,4,Office Supplies,Binders,West,False,Loss
592,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2,3.6288,False,10.368,6.7392,35.0,5.184,20.0,2016,2016-03,Q1 2016,4,Office Supplies,Paper,West,False,High
593,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,False,9.344,8.176,12.5,4.672,20.0,2014,2014-01,Q1 2014,4,Office Supplies,Art,Central,False,Medium
594,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75,False,31.2,21.45,31.25,10.4,20.0,2014,2014-01,Q1 2014,4,Technology,Accessories,Central,False,High
595,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.0,22.0748,False,76.12,54.04520000000001,28.999999999999996,38.06,0.0,2014,2014-08,Q3 2014,7,Office Supplies,Appliances,West,False,High
596,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,False,1199.976,764.9847000000001,36.25,399.992,20.0,2014,2014-08,Q3 2014,7,Technology,Copiers,West,True,High
597,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745,False,445.96,390.215,12.5,89.192,20.0,2014,2014-08,Q3 2014,7,Technology,Phones,West,True,Medium
598,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,91.7728,False,327.76,235.98719999999997,28.000000000000004,40.97,0.0,2014,2014-08,Q3 2014,7,Furniture,Furnishings,West,True,High
599,CA-2016-120180,2016-07-14,2016-07-16,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178,False,11.632,10.6142,8.75,5.816,20.0,2016,2016-07,Q3 2016,2,Office Supplies,Supplies,East,False,Low
600,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,0.4,-28.7964,False,143.982,172.7784,-20.0,47.994,40.0,2016,2016-07,Q3 2016,5,Technology,Phones,East,False,Loss
601,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,0.4,-115.3544,False,494.376,609.7303999999999,-23.333333333333332,123.594,40.0,2016,2016-07,Q3 2016,5,Technology,Phones,East,True,Loss
602,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73,False,5.84,5.109999999999999,12.5,2.92,20.0,2016,2016-07,Q3 2016,5,Office Supplies,Supplies,East,False,Medium
603,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847,False,142.776,124.929,12.5,142.776,20.0,2014,2014-03,Q1 2014,4,Office Supplies,Storage,South,False,Medium
604,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408,False,45.696,40.5552,11.25,15.232,20.0,2014,2014-03,Q1 2014,4,Furniture,Furnishings,South,False,Medium
605,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.5338,False,7.218,12.7518,-76.66666666666667,2.406,70.0,2014,2014-03,Q1 2014,4,Office Supplies,Binders,South,False,Loss
606,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,4,0.7,-31.6712,False,43.188,74.8592,-73.33333333333333,10.797,70.0,2014,2014-03,Q1 2014,4,Office Supplies,Binders,South,False,Loss
607,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3,0.2,47.8152,False,131.904,84.08879999999999,36.25,43.967999999999996,20.0,2014,2014-03,Q1 2014,4,Office Supplies,Paper,South,False,High
608,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256,False,3.282,5.9076,-80.0,1.641,70.0,2014,2014-05,Q2 2014,4,Office Supplies,Binders,East,False,Loss
609,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2,2.3814,False,21.168,18.7866,11.250000000000002,2.352,20.0,2014,2014-05,Q2 2014,4,Office Supplies,Art,East,False,Medium
610,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178,False,55.188,65.3058,-18.333333333333336,27.594,40.0,2014,2014-05,Q2 2014,4,Technology,Phones,East,False,Loss
611,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773,False,369.576,327.99870000000004,11.25,123.19200000000001,20.0,2016,2016-04,Q2 2016,3,Technology,Phones,Central,True,Medium
612,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956,False,15.712,10.0164,36.25,3.928,20.0,2016,2016-04,Q2 2016,3,Office Supplies,Labels,Central,False,High
613,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64,False,8.448,5.808,31.25,4.224,20.0,2016,2016-09,Q3 2016,2,Office Supplies,Paper,East,False,High
614,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383,False,728.946,886.8843,-21.666666666666664,80.994,40.0,2016,2016-09,Q3 2016,2,Technology,Phones,East,True,Loss
615,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992,False,119.94,103.948,13.333333333333334,11.994,40.0,2017,2017-11,Q4 2017,3,Technology,Phones,East,False,Medium
616,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2,0.7,-2.7968,False,3.648,6.444800000000001,-76.66666666666667,1.824,70.0,2017,2017-11,Q4 2017,3,Office Supplies,Binders,East,False,Loss
617,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872,False,40.48,24.6928,39.0,20.24,0.0,2017,2017-08,Q3 2017,5,Furniture,Furnishings,East,False,High
618,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,False,9.94,6.858599999999999,31.0,4.97,0.0,2017,2017-08,Q3 2017,5,Furniture,Furnishings,East,False,High
619,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.57,False,107.424,73.85400000000001,31.25,11.936,20.0,2017,2017-08,Q3 2017,5,Office Supplies,Binders,East,False,High
620,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,0.0,10.9939,False,37.91,26.916099999999997,29.000000000000004,37.91,0.0,2017,2017-08,Q3 2017,5,Technology,Phones,East,False,High
621,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.2862,False,88.02,60.733799999999995,31.0,29.34,0.0,2017,2017-08,Q3 2017,5,Furniture,Furnishings,East,False,High
622,US-2014-111171,2014-12-26,2014-12-31,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773,False,8.69,23.463,-170.0,1.738,80.0,2014,2014-12,Q4 2014,5,Office Supplies,Binders,Central,False,Loss
623,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0.0,87.5684,False,301.96,214.39159999999998,29.000000000000004,150.98,0.0,2015,2015-11,Q4 2015,4,Furniture,Chairs,Central,True,High
624,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,False,555.21,376.309,32.22222222222222,111.042,10.0,2015,2015-11,Q4 2015,4,Office Supplies,Appliances,Central,True,High
625,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0.0,130.87,False,523.48,392.61,25.0,130.87,0.0,2015,2015-11,Q4 2015,4,Office Supplies,Storage,Central,True,High
626,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0.0,46.9278,False,161.82,114.8922,28.999999999999996,17.98,0.0,2015,2015-11,Q4 2015,4,Office Supplies,Art,Central,False,High
